parameter,peer number,instance,avg,med,max,min
mem,4,crdt-p2p,-0.1949609819819817,-0.09765699999999988,0.15625,-0.59375
mem,4,ot-ws,1.8786941801801809,1.968751000000001,3.097650999999999,-0.019530999999998855
network-in-peers,4,peer-2-crdt-cs,12.739221288288288,12.267039,40.62895,8.767066
network-in-peers,4,peer-1-crdt-cs,12.695575387387386,12.089731,44.19189,8.736783
network-in-peers,4,peer-2-crdt-p2p,28.47872846846846,29.39304,108.08877,8.767495
network-in-peers,4,peer-1-crdt-p2p,27.91210878378378,28.35232,124.86822,8.767237
network-in-peers,4,peer-2-ot,24.749515486486494,26.40643,70.3369,8.764365
network-in-peers,4,peer-1-ot,24.24618494594595,26.53647,86.0953,8.76621
network-in,4,crdt-ws,39.7073705045045,41.03752,95.64971,8.768136
network-in,4,crdt-p2p,19.08095535135135,9.609876,305.2715,8.766999
network-in,4,ot-ws,200.47935459459455,234.5906,558.8357,22.39887
network-out-peers,4,peer-2-crdt-cs,-11.386872540540542,-11.293546,-8.767066,-18.36036
network-out-peers,4,peer-1-crdt-cs,-11.308033198198203,-11.355089,-8.736783,-22.42466
network-out-peers,4,peer-2-crdt-p2p,-27.27290536936937,-28.94691,-8.767495,-78.92792
network-out-peers,4,peer-1-crdt-p2p,-25.939138513513516,-27.57814,-8.767237,-105.01127
network-out-peers,4,peer-2-ot,-25.47506509009009,-28.17819,-8.764365,-47.62134
network-out-peers,4,peer-1-ot,-24.77670743243243,-28.4627,-8.76621,-54.77077
network-out,4,crdt-ws,-41.58261389189189,-43.73541,-8.768136,-110.50006
network-out,4,crdt-p2p,-20.833653144144147,-9.46274,-8.766999,-428.1105
network-out,4,ot-ws,-194.56169261261263,-223.938,-20.09499,-665.7518
cpu,8,crdt-ws,0.546581081081081,0.5714,2.4991,0.0
cpu,8,crdt-p2p,0.1678927927927928,0.0,3.8494,0.0
cpu,8,ot-ws,1.2672171171171172,1.0,3.751,0.0
cpu-peers,8,peer-2-crdt-cs,1.4911819819819823,0.9999,33.6514,0.0
cpu-peers,8,peer-1-crdt-cs,1.7256648648648647,1.0004,19.135,0.0
cpu-peers,8,peer-2-crdt-p2p,4.83617117117117,4.3748,48.2708,0.0
cpu-peers,8,peer-1-crdt-p2p,5.5648135135135135,5.3322,34.1415,0.0
cpu-peers,8,peer-2-ot,5.655365765765765,5.5957,35.6199,0.0
cpu-peers,8,peer-1-ot,6.4707783783783785,6.223,25.1538,0.0
mem-peers,8,peer-2-crdt-cs,-0.35982252252251745,-0.21479999999999677,1.7461000000000126,-2.3045999999999935
mem-peers,8,peer-1-crdt-cs,1.0857765765765914,1.3593000000000188,2.394500000000022,-0.5351999999999748
mem-peers,8,peer-2-crdt-p2p,3.521555855855862,3.3593999999999937,5.628900000000016,0.17969999999999686
mem-peers,8,peer-1-crdt-p2p,3.0654972972973034,2.9062000000000126,5.839800000000025,0.07420000000001892
mem-peers,8,peer-2-ot,6.9064423423423404,7.1875,12.296899999999994,-0.17189999999999372
mem-peers,8,peer-1-ot,7.389233333333341,6.804699999999997,13.320300000000003,0.48050000000000637
mem,8,crdt-ws,3.183733837837836,3.402343,5.003901999999998,-0.007813000000000514
mem,8,crdt-p2p,0.5283281891891896,0.9453110000000002,1.2031209999999994,-0.7421879999999987
mem,8,ot-ws,3.6039558288288265,3.613284,4.851564,-0.11718700000000126
network-in-peers,8,peer-2-crdt-cs,15.740778828828828,15.353311,50.46578,8.766946
network-in-peers,8,peer-1-crdt-cs,15.336691747747746,15.229975,60.29424,8.766929
network-in-peers,8,peer-2-crdt-p2p,85.42047651351352,94.88854,248.7716,8.767682
network-in-peers,8,peer-1-crdt-p2p,80.31878946846847,91.02061,340.9805,8.766777
network-in-peers,8,peer-2-ot,36.497409387387385,41.73814,97.46747,8.7676
network-in-peers,8,peer-1-ot,36.33181668468468,41.98601,89.56469,8.766233
network-in,8,crdt-ws,111.47513527927927,121.52454,230.2769,14.890343
network-in,8,crdt-p2p,79.63854880180179,11.437128,1416.1965,8.766687
network-in,8,ot-ws,624.2871056756757,761.1913,1006.2997,36.2657
network-out-peers,8,peer-2-crdt-cs,-13.204001576576578,-13.113574,-8.766946,-47.84226
network-out-peers,8,peer-1-crdt-cs,-12.67041789189189,-13.114118,-8.766959,-23.89399
network-out-peers,8,peer-2-crdt-p2p,-80.01710525225226,-93.98982,-8.767682,-174.0434
network-out-peers,8,peer-1-crdt-p2p,-77.01487786486487,-89.1567,-8.766777,-297.7281
network-out-peers,8,peer-2-ot,-33.98634568468469,-39.38366,-8.7676,-55.44498
network-out-peers,8,peer-1-ot,-33.84893451351352,-40.63899,-8.766233,-51.4669
network-out,8,crdt-ws,-126.42278482882882,-140.0648,-11.736307,-258.5432
network-out,8,crdt-p2p,-112.53637793693694,-10.58887,-8.766687,-2260.235
network-out,8,ot-ws,-638.5908427927927,-776.1238,-31.65808,-1097.5091
